,species,stage,PC1,PC2,PC3,D,WD,HD,UD,size,stage_ma,order,family,color
5496,Leiophyllites variabilis,Olenekian,-0.31105539,-0.023640973,0.00281924,10.5,0.2,0.295238095,0.495238095,57.88125,249.2,Phylloceratida,Palaeophyllitidae,#B051A5
5497,Leiophyllites variabilis,Olenekian,-0.159603354,-0.03832182,0.108278853,20.5,0.312195122,0.43902439,0.463414634,672.4,249.2,Phylloceratida,Palaeophyllitidae,#B051A5
5498,Leiophyllites variabilis,Olenekian,-0.161302169,-0.06178821,0.002078417,24.7,0.327935223,0.340080972,0.421052632,1235.43225,249.2,Phylloceratida,Palaeophyllitidae,#B051A5
5499,Procarnites kokeni,Olenekian,-0.168180928,0.031682444,0.187769028,16.1,0.254658385,0.527950311,0.472049689,265.69025,249.2,Ceratitida,Procarnitidae,#B051A5
5500,Procarnites kokeni,Olenekian,0.086035668,0.218147466,-0.003944376,33.6,0.282738095,0.532738095,0.104166667,2681.28,249.2,Ceratitida,Procarnitidae,#B051A5
5501,Leiophyllites variabilis,Olenekian,-0.092883301,-0.088733893,0.127282686,24.6,0.394308943,0.463414634,0.459349593,1467.513,249.2,Phylloceratida,Palaeophyllitidae,#B051A5
5502,Procarnites kokeni,Olenekian,0.103143085,0.152500499,-0.029733586,17.2,0.343023256,0.494186047,0.11627907,436.364,249.2,Ceratitida,Procarnitidae,#B051A5
5503,Leiophyllites variabilis,Olenekian,-0.109084737,0.072965027,-0.004712223,19.1,0.261780105,0.403141361,0.308900524,456.0125,249.2,Phylloceratida,Palaeophyllitidae,#B051A5
5504,Procarnites kokeni,Olenekian,0.028880923,0.11188215,0.059628804,15.4,0.324675325,0.525974026,0.233766234,296.45,249.2,Ceratitida,Procarnitidae,#B051A5
5505,Leiophyllites variabilis,Olenekian,-0.261776484,-0.021057035,0.001032701,15.6,0.230769231,0.314102564,0.461538462,219.024,249.2,Phylloceratida,Palaeophyllitidae,#B051A5
5506,Leiophyllites variabilis,Olenekian,-0.206900501,-0.117551559,0.020045179,27.1,0.339483395,0.317343173,0.490774908,1689.143,249.2,Phylloceratida,Palaeophyllitidae,#B051A5
5507,Procarnites kokeni,Olenekian,0.139706225,0.181376494,0.008555258,18.5,0.345945946,0.551351351,0.097297297,547.6,249.2,Ceratitida,Procarnitidae,#B051A5
5508,Leiophyllites variabilis,Anisian,-0.344386453,-0.068980391,-0.007943055,22.2,0.211711712,0.256756757,0.536036036,579.087,244.6,Phylloceratida,Palaeophyllitidae,#BC75B7
5509,Leiophyllites variabilis,Anisian,-0.32599252,-0.087493815,0.003010833,55.5,0.237837838,0.266666667,0.540540541,10164.825,244.6,Phylloceratida,Palaeophyllitidae,#BC75B7
5510,Leiophyllites variabilis,Anisian,-0.209929434,-0.071954735,-0.008247596,18.8,0.303191489,0.308510638,0.45212766,503.652,244.6,Phylloceratida,Palaeophyllitidae,#BC75B7
5511,Procarnites kokeni,Anisian,0.148342351,0.199378449,0.011540674,20.4,0.338235294,0.56372549,0.083333333,717.876,244.6,Ceratitida,Procarnitidae,#BC75B7
5512,Leiophyllites variabilis,Anisian,-0.177618806,-0.006912877,0.00071494,35.5,0.276056338,0.352112676,0.4,3087.6125,244.6,Phylloceratida,Palaeophyllitidae,#BC75B7
5513,Procarnites kokeni,Olenekian,0.115615815,0.203337036,0.025026648,22,0.313636364,0.563636364,0.109090909,834.9,249.2,Ceratitida,Procarnitidae,#B051A5
5514,Hellenites radiatus,Olenekian,-0.114948461,-0.045954094,-0.018372469,19.9,0.346733668,0.346733668,0.371859296,683.11725,249.2,Ceratitida,Columbitidae,#B051A5
5515,Dombarites granofalcatus,Visean,0.1419827,-0.193528602,-0.036204745,63.9,0.627543036,0.38028169,0.281690141,40934.18025,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5516,Dombarites granofalcatus,Visean,0.308408081,-0.281101315,-0.0369377,28.5,0.803508772,0.414035088,0.224561404,4650.13125,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5517,Dombarites granofalcatus,Visean,0.17513778,-0.198526695,-0.046268479,49.6,0.653225806,0.383064516,0.258064516,19927.296,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5518,Goniatites evelinae,Visean,0.390292791,-0.12959309,-0.028493636,32.5,0.744615385,0.507692308,0.092307692,6390.3125,338.8,Goniatitida,Goniatitidae,#A6B96C
5519,Goniatites evelinae,Visean,0.342824375,-0.096127492,-0.032199333,45.2,0.688053097,0.497787611,0.101769912,15884.636,338.8,Goniatitida,Goniatitidae,#A6B96C
5520,Platygoniatites rhanemensis,Visean,0.088671575,-0.024289853,-0.039390357,103.1,0.46556741,0.417070805,0.219204656,127555.32,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5521,Sudeticeras fornicum,Visean,0.206536719,0.031635018,-0.025730725,72.3,0.502074689,0.495159059,0.12033195,47437.65675,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5522,Platygoniatites rhanemensis,Visean,0.151558713,-0.040125988,-0.011370551,72.4,0.519337017,0.459944751,0.203038674,49272.544,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5523,Platygoniatites rhanemensis,Visean,0.160089066,-0.019384821,-0.039763581,59.1,0.509306261,0.446700508,0.170896785,26283.39525,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5524,Sudeticeras pusillobatum,Visean,0.220123888,0.051195003,-0.054380284,53.8,0.496282528,0.483271375,0.085501859,19320.387,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5525,Epicanites hamianensis,Visean,-0.049854706,0.032622667,0.008297828,57.22,0.331352674,0.42310381,0.300768962,15519.36862,338.8,Prolecanitida,Daraelitidae,#A6B96C
5526,Epicanites hamianensis,Visean,-0.07589242,0.028831376,0.003497858,48.6,0.316872428,0.407407407,0.316872428,9093.546,338.8,Prolecanitida,Daraelitidae,#A6B96C
5527,Megapronorites itimensis,Visean,0.007626334,0.173095223,-0.011476179,62.8,0.26433121,0.479299363,0.175159236,16366.936,338.8,Prolecanitida,Pronoritidae,#A6B96C
5528,Goniatites evelinae,Visean,0.290568927,-0.120352517,-0.028213642,55.1,0.671506352,0.471869328,0.150635209,28083.0925,338.8,Goniatitida,Goniatitidae,#A6B96C
5529,Goniatites evelinae,Visean,0.359085052,-0.167659326,-0.042452184,32.94,0.752276867,0.469945355,0.125986642,6721.845102,338.8,Goniatitida,Goniatitidae,#A6B96C
5530,Goniatites gerberi,Visean,0.243640642,-0.033824879,-0.023859062,70.7,0.575671853,0.487977369,0.13437058,50859.63575,338.8,Goniatitida,Goniatitidae,#A6B96C
5531,Goniatites stenumbilicatus,Visean,0.364337121,-0.066827862,-0.026635379,38.43,0.680457976,0.521467603,0.074681239,9655.004284,338.8,Goniatitida,Goniatitidae,#A6B96C
5532,Dombarites bellornatus,Visean,0.288879984,-0.04527438,-0.0248351,54.7,0.614259598,0.500914077,0.111517367,25133.556,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5533,Sudeticeras occultornatum,Visean,0.323209575,0.003873738,0.001430415,43.3,0.600461894,0.554272517,0.076212471,12186.785,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5534,Sudeticeras pusillobatum,Visean,0.265937295,0.073200387,-0.002840342,61.5,0.510569106,0.552845528,0.071544715,29690.6625,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5535,Sudeticeras pusillobatum,Visean,0.317948231,0.057766099,0.018693352,27.3,0.556776557,0.586080586,0.058608059,2832.102,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5536,Goniatites evelinae,Visean,0.301980582,-0.130325336,-0.031271201,31.9,0.686520376,0.470219436,0.147335423,5571.41475,338.8,Goniatitida,Goniatitidae,#A6B96C
5537,Goniatites evelinae,Visean,0.33883835,-0.205568527,-0.057755699,39.5,0.767088608,0.435443038,0.151898734,11818.89375,338.8,Goniatitida,Goniatitidae,#A6B96C
5538,Goniatites stenumbilicatus,Visean,0.26312262,0.033400673,-0.021385696,66.5,0.538345865,0.521804511,0.085714286,39579.1375,338.8,Goniatitida,Goniatitidae,#A6B96C
5539,Ferganoceras torridum,Visean,0.023890508,0.031820558,-0.009237945,30.2,0.380794702,0.437086093,0.245033113,2622.115,338.8,Goniatitida,Ferganoceratidae,#A6B96C
5540,Dombarites bellornatus,Visean,0.279222471,-0.063967456,-0.02640104,55,0.621818182,0.489090909,0.127272727,25863.75,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5541,Dombarites bellornatus,Visean,0.316032079,-0.146693661,-0.03460396,28.26,0.708067941,0.467091295,0.145789101,3995.134569,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5542,Neogoniatites worki,Visean,0.363542182,-0.09940099,-0.040207502,37.83,0.704203013,0.498017446,0.086174993,9531.185274,338.8,Goniatitida,Goniatitidae,#A6B96C
5543,Neogoniatites worki,Visean,0.339826286,-0.081385617,-0.055611034,44.6,0.674887892,0.48206278,0.082959641,14968.429,338.8,Goniatitida,Goniatitidae,#A6B96C
5544,Neogoniatites worki,Visean,0.273822202,-0.011720237,-0.059559588,51.3,0.578947368,0.477582846,0.083820663,19540.29825,338.8,Goniatitida,Goniatitidae,#A6B96C
5545,Epicanites hamianensis,Visean,-0.038133059,0.035664487,0.013151889,65.6,0.336890244,0.432926829,0.294207317,23776.064,338.8,Prolecanitida,Daraelitidae,#A6B96C
5546,Epicanites hamianensis,Visean,-0.03177278,0.039269132,0.009740405,46.1,0.338394794,0.433839479,0.286334056,8288.319,338.8,Prolecanitida,Daraelitidae,#A6B96C
5547,Epicanites hamianensis,Visean,-0.052898646,-0.004196766,0.051214461,18.2,0.357142857,0.445054945,0.346153846,538.265,338.8,Prolecanitida,Daraelitidae,#A6B96C
5548,Epicanites hamianensis,Visean,-0.010967508,0.041231799,0.027159329,64.7,0.350850077,0.457496136,0.2812983,23756.06075,338.8,Prolecanitida,Daraelitidae,#A6B96C
5549,Epicanites hamianensis,Visean,-0.014891819,0.047067336,0.014045619,66.9,0.343796712,0.446935725,0.273542601,25734.7575,338.8,Prolecanitida,Daraelitidae,#A6B96C
5550,Epicanites hamianensis,Visean,-0.018197958,0.023823204,0.012367964,35.1,0.358974359,0.435897436,0.287749288,3880.8315,338.8,Prolecanitida,Daraelitidae,#A6B96C
5551,Epicanites hamianensis,Visean,-0.051870282,0.035633464,0.008787678,47.9,0.32776618,0.423799582,0.300626305,9005.55925,338.8,Prolecanitida,Daraelitidae,#A6B96C
5552,Epicanites hamianensis,Visean,-0.030248357,0.051425728,0.003474645,43.6,0.330275229,0.433486239,0.275229358,6843.456,338.8,Prolecanitida,Daraelitidae,#A6B96C
5553,Epicanites hamianensis,Visean,-0.020249113,0.056310701,0.01492501,75.3,0.333333333,0.448871182,0.272244356,35579.81475,338.8,Prolecanitida,Daraelitidae,#A6B96C
5554,Megapronorites itimensis,Visean,0.06840814,0.152782524,-0.035046369,85.7,0.319719953,0.476079347,0.135355893,50309.7565,338.8,Prolecanitida,Pronoritidae,#A6B96C
5555,Megapronorites itimensis,Visean,0.024355826,0.138744705,0.0179048,49.45,0.301314459,0.498483316,0.199393327,9108.751813,338.8,Prolecanitida,Pronoritidae,#A6B96C
5556,Megapronorites itimensis,Visean,0.035878481,0.094196211,0.00360915,64,0.3421875,0.475,0.209375,22425.6,338.8,Prolecanitida,Pronoritidae,#A6B96C
5557,Sudeticeras pusillobatum,Visean,0.285808791,0.052417448,-0.021861082,39.56,0.539180991,0.537158746,0.06041456,8345.328372,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5558,Sudeticeras pusillobatum,Visean,0.323201385,0.038486466,-0.022363181,43,0.574418605,0.546511628,0.044186047,11417.575,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5559,Sudeticeras pusillobatum,Visean,0.298630305,0.018812737,-0.023131018,41.2,0.572815534,0.529126214,0.07038835,10014.896,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5560,Sudeticeras pusillobatum,Visean,0.302792242,0.007572171,-0.017303937,36.3,0.584022039,0.531680441,0.077134986,6983.757,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5561,Sudeticeras pusillobatum,Visean,0.307531177,-0.007579033,-0.042361683,36.1,0.59833795,0.506925208,0.069252078,7037.334,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5562,Sudeticeras pusillobatum,Visean,0.321509765,0.035919712,-0.021421641,33.9,0.575221239,0.545722714,0.04719764,5602.39875,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5563,Sudeticeras pusillobatum,Visean,0.349690392,-0.024859834,-0.027393264,18.3,0.639344262,0.530054645,0.06010929,979.55325,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5564,Sudeticeras pusillobatum,Visean,0.312741095,0.045015025,0.006927274,44.6,0.562780269,0.569506726,0.062780269,12481.979,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5565,Sudeticeras pusillobatum,Visean,0.316879314,0.033620142,-0.021963756,35.2,0.573863636,0.542613636,0.051136364,6257.152,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5566,Sudeticeras pusillobatum,Visean,0.299589393,0.015573703,0.013938277,42.7,0.576112412,0.55971897,0.091334895,11213.2335,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5567,Sudeticeras pusillobatum,Visean,0.281106844,0.011435212,-0.04442597,32.3,0.566563467,0.501547988,0.074303406,4773.05175,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5568,Sudeticeras pusillobatum,Visean,0.273067237,0.030188379,-0.031195269,64.5,0.547286822,0.51627907,0.075968992,36714.20625,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5569,Sudeticeras occultornatum,Visean,0.311010294,-0.006488592,-0.016186629,53.5,0.6,0.530841121,0.080373832,22969.55625,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5570,Sudeticeras occultornatum,Visean,0.365433802,-0.00586698,0.029262549,44.5,0.635955056,0.591011236,0.069662921,14010.26875,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5571,Sudeticeras occultornatum,Visean,0.343199191,-0.014310143,-0.003861332,38.1,0.627296588,0.551181102,0.070866142,8673.36975,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5572,Sudeticeras occultornatum,Visean,0.293833706,-0.075552273,-0.021682001,37.8,0.64021164,0.494708995,0.126984127,8644.482,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5573,Sudeticeras occultornatum,Visean,0.295750976,0.005889179,0.018832575,50.1,0.580838323,0.558882236,0.101796407,18260.32275,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5574,Sudeticeras occultornatum,Visean,0.274901088,0.07900841,0.000130688,77.9,0.512195122,0.56097561,0.064184852,60532.38975,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5575,Sudeticeras occultornatum,Visean,0.272389918,0.057450252,-0.01671142,69.7,0.526542324,0.538020086,0.068866571,44572.97575,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5576,Sudeticeras occultornatum,Visean,0.297354495,0.028521413,-0.017735323,64.1,0.56474259,0.536661466,0.068642746,37184.7305,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5577,Sudeticeras occultornatum,Visean,0.320210147,-0.003373927,0.000270342,51.5,0.603883495,0.549514563,0.081553398,20621.24375,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5578,Sudeticeras occultornatum,Visean,0.325755339,0.024336372,-0.019050794,47.28,0.586717428,0.545262267,0.052241963,15502.4879,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5579,Sudeticeras occultornatum,Visean,0.368098673,0.000619216,-0.011199752,25.94,0.632613724,0.560138782,0.042791056,2760.504969,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5580,Sudeticeras occultornatum,Visean,0.294633934,0.007520104,0.001694858,58.4,0.578767123,0.544520548,0.092465753,28819.232,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5581,Sudeticeras occultornatum,Visean,0.328944444,-0.002026405,-0.025168368,47,0.608510638,0.531914894,0.061702128,15794.35,338.8,Goniatitida,Anthracoceratidae,#A6B96C
5582,Platygoniatites rhanemensis,Visean,0.088139218,-0.005587486,-0.040624072,90.2,0.451219512,0.422505543,0.208425721,82784.207,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5583,Platygoniatites rhanemensis,Visean,0.179691037,-0.025090071,-0.036634497,54.5,0.526605505,0.455045872,0.163302752,21311.54375,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5584,Platygoniatites rhanemensis,Visean,0.166228491,-0.062158915,-0.007389566,73.5,0.545578231,0.46122449,0.208163265,54157.55625,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5585,Platygoniatites rhanemensis,Visean,0.127479914,-0.033317225,-0.057493814,73.7,0.497964722,0.413839891,0.189959294,49835.75575,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5586,Platygoniatites rhanemensis,Visean,0.126001638,-0.024074736,-0.038063245,61.2,0.490196078,0.433006536,0.196078431,28090.8,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5587,Platygoniatites rhanemensis,Visean,0.196361737,-0.064499993,-0.043691883,46.2,0.567099567,0.441558442,0.170995671,13980.582,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5588,Platygoniatites rhanemensis,Visean,0.156643336,-0.01382497,-0.036427104,58.98,0.502882333,0.450152594,0.171753137,25794.11857,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5589,Platygoniatites rhanemensis,Visean,0.178660057,-0.026852257,-0.0119664,43.8,0.52739726,0.474885845,0.178082192,11078.991,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5590,Platygoniatites rhanemensis,Visean,0.248249593,-0.025608364,-0.024804207,37.2,0.572580645,0.491935484,0.126344086,7368.948,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5591,Platygoniatites rhanemensis,Visean,0.221052856,-0.039543667,-0.042230602,43.34,0.564836179,0.461467467,0.14213198,11495.53627,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5592,Platygoniatites rhanemensis,Visean,0.082437507,-0.022043419,-0.052156099,78.1,0.459667093,0.404609475,0.215108835,54743.99975,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5593,Platygoniatites rhanemensis,Visean,0.229000781,-0.064551932,-0.026679,43.3,0.58891455,0.468822171,0.159353349,11952.42375,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5594,Platygoniatites rhanemensis,Visean,0.304983131,-0.092329734,-0.046624651,25,0.66,0.472,0.116,2578.125,338.8,Goniatitida,Delepinoceratidae,#A6B96C
5595,Prolecanites mapesi,Visean,-0.184484982,0.033866501,0.002798346,47.3,0.241014799,0.365750529,0.382663848,6376.2765,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5596,Prolecanites mapesi,Visean,-0.168764009,0.03229681,0.009686254,28.1,0.252669039,0.377224199,0.377224199,1401.55775,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5597,Prolecanites mapesi,Visean,-0.177950428,0.027638582,0.001205074,24.4,0.25,0.364754098,0.381147541,907.924,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5598,Prolecanites mapesi,Visean,-0.204145938,0.021334493,0.008798902,45.54,0.237373737,0.358585859,0.405357927,5604.692049,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5599,Prolecanites mapesi,Visean,-0.152637258,0.02239306,-0.014313961,30.3,0.270627063,0.359735974,0.359735974,1882.0845,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5600,Prolecanites mapesi,Visean,-0.173311996,0.01075767,0.008974877,36.5,0.265753425,0.367123288,0.391780822,3230.70625,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5601,Prolecanites mapesi,Visean,-0.147006205,0.011730208,-0.00163449,34.7,0.282420749,0.368876081,0.368876081,2950.0205,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5602,Prolecanites mapesi,Visean,-0.149555094,0.020433155,0.002618432,29.9,0.274247492,0.37458194,0.367892977,1832.7205,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5603,Prolecanites mapesi,Visean,-0.175527377,0.019845355,0.014980723,29.9,0.257525084,0.37458194,0.391304348,1720.96925,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5604,Prolecanites mapesi,Visean,-0.181847429,0.00796106,-0.008131976,29,0.262068966,0.348275862,0.389655172,1597.9,338.8,Prolecanitida,Prolecanitidae,#A6B96C
5605,Hypergoniatites fusiger,Visean,0.250801263,0.018337023,-0.030846731,42.3,0.541371158,0.503546099,0.096926714,10243.68525,338.8,Goniatitida,Goniatitidae,#A6B96C
5606,Hypergoniatites fusiger,Visean,0.228301996,0.063025019,-0.011017674,51.04,0.493142633,0.527429467,0.096786834,16392.47597,338.8,Goniatitida,Goniatitidae,#A6B96C
5607,Hypergoniatites fusiger,Visean,0.272526135,0.067833115,-0.006735962,45.69,0.518931933,0.55022981,0.068286277,12374.10733,338.8,Goniatitida,Goniatitidae,#A6B96C
5608,Hypergoniatites fusiger,Visean,0.35130699,-0.057896943,-0.01586401,22.7,0.665198238,0.528634361,0.083700441,1945.21975,338.8,Goniatitida,Goniatitidae,#A6B96C
5609,Hypergoniatites fusiger,Visean,0.370383532,-0.090592345,-0.044778391,18.8,0.70212766,0.5,0.074468085,1166.352,338.8,Goniatitida,Goniatitidae,#A6B96C
5610,Hypergoniatites fusiger,Visean,0.484719572,-0.146397555,0.014732787,13.9,0.820143885,0.575539568,0.064748201,550.6485,338.8,Goniatitida,Goniatitidae,#A6B96C
5611,Goniatites rodioni,Visean,0.288092599,-0.097003835,-0.063622368,69,0.652173913,0.449275362,0.120289855,53561.25,338.8,Goniatitida,Goniatitidae,#A6B96C
5612,Goniatites rodioni,Visean,0.341841941,-0.115409917,-0.023997635,58.7,0.701873935,0.497444634,0.117546848,35490.607,338.8,Goniatitida,Goniatitidae,#A6B96C
5613,Goniatites rodioni,Visean,0.354660102,-0.167668207,-0.015039135,52.3,0.749521989,0.491395793,0.143403442,26805.842,338.8,Goniatitida,Goniatitidae,#A6B96C
5614,Goniatites rodioni,Visean,0.350155388,-0.094969665,-0.040583299,50,0.692,0.494,0.092,21625,338.8,Goniatitida,Goniatitidae,#A6B96C
5615,Goniatites rodioni,Visean,0.400935101,-0.176954335,-0.028884245,46.5,0.787096774,0.494623656,0.111827957,19784.5875,338.8,Goniatitida,Goniatitidae,#A6B96C
5616,Goniatites rodioni,Visean,0.374808354,-0.18809411,-0.035248097,41.9,0.778042959,0.474940334,0.131264916,14308.2215,338.8,Goniatitida,Goniatitidae,#A6B96C
5617,Goniatites rodioni,Visean,0.343312618,-0.139910657,-0.029299248,45.65,0.721139102,0.484775465,0.127491785,17150.68218,338.8,Goniatitida,Goniatitidae,#A6B96C
5618,Goniatites rodioni,Visean,0.475104403,-0.241375554,-0.058757164,38.9,0.884318766,0.475578406,0.084832905,13013.606,338.8,Goniatitida,Goniatitidae,#A6B96C
5619,Goniatites rodioni,Visean,0.439215165,-0.185483764,-0.05853872,35.3,0.818696884,0.481586402,0.076487252,9003.00025,338.8,Goniatitida,Goniatitidae,#A6B96C
